frame,time_s,frame_ms,fps,draw_calls,batches,setpass_calls,triangles,vertices,gc_alloc_bytes,gc_reserved_bytes,total_reserved_bytes,flashlight_pass_ms,blit_pass_ms
0,0.0008,1.1524,867.75,88,87,50,405877,298874,1204,30785536,839184748,0.0000,-1.0000
1,0.0018,1.0577,945.45,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
2,0.0029,1.0479,954.29,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
3,0.0043,1.3449,743.55,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
4,0.0054,1.1558,865.20,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
5,0.0065,1.0839,922.59,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
6,0.0076,1.1065,903.75,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
7,0.0086,1.0797,926.18,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
8,0.0098,1.1509,868.89,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
9,0.0110,1.2387,807.29,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
10,0.0121,1.0623,941.36,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
11,0.0131,1.0282,972.57,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
12,0.0142,1.0359,965.35,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
13,0.0152,1.0552,947.69,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
14,0.0164,1.2107,825.97,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
15,0.0175,1.0844,922.17,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
16,0.0186,1.1137,897.90,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
17,0.0200,1.3312,751.20,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
18,0.0211,1.1719,853.32,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
19,0.0223,1.1368,879.66,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
20,0.0237,1.2602,793.53,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
21,0.0247,1.1962,835.98,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
22,0.0258,1.1204,892.54,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
23,0.0269,1.0680,936.33,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
24,0.0280,1.1067,903.59,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
25,0.0291,1.1306,884.49,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
26,0.0302,1.0859,920.89,88,87,50,428199,312412,1204,30785536,839184748,0.0000,-1.0000
27,0.0314,1.1658,857.78,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
28,0.0325,1.0795,926.36,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
29,0.0335,1.0456,956.39,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
30,0.0347,1.1308,884.33,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
31,0.0357,1.0590,944.29,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
32,0.0379,2.2203,450.39,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
33,0.0391,1.1321,883.31,88,88,50,428199,316203,1204,30785536,839102828,0.0000,-1.0000
34,0.0403,1.2325,811.36,88,88,50,428199,316203,1204,30785536,839102828,0.0000,-1.0000
35,0.0414,1.1288,885.90,88,88,50,428199,316203,1204,30785536,839102828,0.0000,-1.0000
36,0.0426,1.1757,850.56,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
37,0.0439,1.2173,821.49,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
38,0.0450,1.2253,816.13,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
39,0.0461,1.0531,949.58,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
40,0.0472,1.1387,878.19,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
41,0.0483,1.0485,953.75,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
42,0.0494,1.1184,894.13,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
43,0.0506,1.1635,859.48,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
44,0.0518,1.2540,797.45,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
45,0.0531,1.2436,804.12,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
46,0.0543,1.2017,832.15,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
47,0.0555,1.1966,835.70,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
48,0.0568,1.3427,744.77,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
49,0.0581,1.2508,799.49,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
50,0.0598,1.3880,720.46,88,88,50,428199,316203,1204,30785536,839184748,0.0000,-1.0000
51,0.0611,1.6007,624.73,88,88,50,428199,316203,1204,30785536,839119212,0.0000,-1.0000
52,0.0622,1.1754,850.77,88,88,50,428199,316203,1204,30785536,839119212,0.0000,-1.0000
53,0.0634,1.1156,896.38,88,88,50,428199,316203,1204,30785536,839119212,0.0000,-1.0000
