frame,time_s,frame_ms,fps,draw_calls,batches,setpass_calls,triangles,vertices,gc_alloc_bytes,gc_reserved_bytes,total_reserved_bytes,flashlight_pass_ms,blit_pass_ms
0,0.0005,1.0870,919.96,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
1,0.0016,1.0968,911.75,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
2,0.0026,1.0353,965.90,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
3,0.0036,1.0376,963.76,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
4,0.0047,1.0202,980.20,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
5,0.0057,1.0748,930.41,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
6,0.0069,1.0211,979.33,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
7,0.0080,1.2324,811.43,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
8,0.0090,1.0121,988.04,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
9,0.0101,1.1124,898.96,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
10,0.0112,1.0709,933.80,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
11,0.0122,1.0422,959.51,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
12,0.0132,1.0115,988.63,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
13,0.0143,1.0528,949.85,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
14,0.0155,1.1723,853.02,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
15,0.0166,1.1389,878.04,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
16,0.0177,1.0958,912.58,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
17,0.0189,1.0063,993.74,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
18,0.0200,1.3183,758.55,61,61,39,214410,158653,1204,43823104,815376856,0.0000,-1.0000
19,0.0212,1.1907,839.85,61,61,39,214410,158653,1204,43823104,815376856,0.0000,-1.0000
20,0.0223,1.1350,881.05,61,61,39,214410,158653,1204,43823104,815376856,0.0000,-1.0000
21,0.0236,1.2269,815.06,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
22,0.0246,1.0488,953.47,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
23,0.0257,1.0326,968.43,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
24,0.0268,1.0619,941.71,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
25,0.0279,1.1537,866.78,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
26,0.0290,1.0991,909.84,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
27,0.0301,1.1039,905.88,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
28,0.0313,1.2393,806.91,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
29,0.0324,1.0700,934.58,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
30,0.0336,1.2462,802.44,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
31,0.0347,1.0758,929.54,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
32,0.0357,1.0312,969.74,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
33,0.0367,1.0162,984.06,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
34,0.0378,1.0521,950.48,61,61,39,214410,158653,1204,43823104,815458776,0.0000,-1.0000
