frame,time_s,frame_ms,fps,draw_calls,batches,setpass_calls,triangles,vertices,gc_alloc_bytes,gc_reserved_bytes,total_reserved_bytes,flashlight_pass_ms,blit_pass_ms
0,0.0003,1.1826,845.59,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
1,0.0019,1.5632,639.72,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
2,0.0031,1.2206,819.27,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
3,0.0044,1.2956,771.84,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
4,0.0060,1.6042,623.36,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
5,0.0076,1.5785,633.51,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
6,0.0118,3.9816,251.16,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
7,0.0134,1.8473,541.33,65,65,43,265340,209619,1238,14622720,794557980,0.0156,-1.0000
8,0.0148,1.3184,758.49,65,65,43,265340,209619,1238,14622720,794557980,0.0156,-1.0000
9,0.0161,1.3503,740.58,65,65,43,265340,209619,1238,14622720,794557980,0.0156,-1.0000
10,0.0174,1.3371,747.89,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
11,0.0188,1.3196,757.81,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
12,0.0201,1.2991,769.76,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
13,0.0214,1.3551,737.95,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
14,0.0227,1.2663,789.70,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
15,0.0240,1.3227,756.03,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
16,0.0253,1.2766,783.33,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
17,0.0269,1.4300,699.30,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
18,0.0282,1.5412,648.85,65,65,43,265340,209619,1606,14622720,794594588,0.0156,-1.0000
19,0.0297,1.3110,762.78,65,65,43,265340,209619,1238,14622720,794594588,0.0156,-1.0000
20,0.0310,1.4345,697.11,65,65,43,265340,209619,1238,14622720,794594588,0.0156,-1.0000
21,0.0323,1.3216,756.66,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
22,0.0336,1.3000,769.23,65,65,43,265340,209619,1270,14622720,794660124,0.0156,-1.0000
23,0.0351,1.4672,681.57,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
24,0.0365,1.4382,695.31,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
25,0.0379,1.3623,734.05,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
26,0.0392,1.3574,736.70,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
27,0.0405,1.2756,783.94,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
28,0.0419,1.3948,716.95,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
29,0.0433,1.4196,704.42,64,64,43,265339,209616,1270,14622720,794660124,0.0156,-1.0000
30,0.0447,1.3576,736.60,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
31,0.0461,1.4059,711.29,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
32,0.0475,1.3660,732.06,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
33,0.0488,1.3014,768.41,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
34,0.0502,1.2778,782.59,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
35,0.0516,1.5719,636.17,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
36,0.0529,1.2793,781.68,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
37,0.0543,1.3544,738.33,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
38,0.0555,1.3019,768.11,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
39,0.0568,1.2745,784.62,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
40,0.0586,1.5369,650.66,64,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
41,0.0601,1.6849,593.51,65,65,43,265340,209619,1606,14622720,794578204,0.0156,-1.0000
42,0.0614,1.4036,712.45,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
43,0.0629,1.3799,724.69,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
44,0.0642,1.3527,739.26,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
45,0.0657,1.4475,690.84,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
46,0.0670,1.4115,708.47,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
47,0.0684,1.3627,733.83,65,65,43,265340,209619,1270,14622720,794660124,0.0156,-1.0000
48,0.0700,1.4214,703.53,65,65,43,265340,209619,1238,14622720,794660124,0.0156,-1.0000
49,0.0718,1.5569,642.30,65,65,43,265340,209619,1238,14622720,794578204,0.0156,-1.0000
50,0.0738,2.1829,458.11,65,65,43,265340,209619,1606,14622720,794496284,0.0156,-1.0000
51,0.0756,1.9569,511.01,65,65,43,265340,209619,1238,14622720,794414364,0.0156,-1.0000
52,0.0773,1.4748,678.06,65,65,43,265340,209619,1238,14622720,794496284,0.0156,-1.0000
53,0.0787,1.6620,601.69,65,65,43,265340,209619,1572,14622720,794496284,0.0156,-1.0000
