frame,time_s,frame_ms,fps,draw_calls,batches,setpass_calls,triangles,vertices,gc_alloc_bytes,gc_reserved_bytes,total_reserved_bytes,flashlight_pass_ms,blit_pass_ms
0,0.0001,1.1499,869.64,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
1,0.0016,1.3332,750.08,59,59,37,127887,87284,1270,38936576,810546424,0.0000,-1.0000
2,0.0029,1.5295,653.81,59,59,37,127887,87284,1606,38936576,810480888,0.0000,-1.0000
3,0.0042,1.1403,876.96,59,59,37,127887,87284,1238,38936576,810480888,0.0000,-1.0000
4,0.0055,1.4275,700.52,59,59,37,127887,87284,1270,38936576,810519440,0.0000,-1.0000
5,0.0066,1.1631,859.77,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
6,0.0078,1.1499,869.65,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
7,0.0089,1.1691,855.36,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
8,0.0100,1.1178,894.61,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
9,0.0113,1.2002,833.20,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
10,0.0124,1.1471,871.76,59,59,37,127887,87284,1238,38936576,810535824,0.0000,-1.0000
11,0.0135,1.1172,895.10,59,59,37,127887,87284,1238,38936576,810601360,0.0000,-1.0000
12,0.0146,1.1065,903.75,59,59,37,127887,87284,1238,38936576,810519440,0.0000,-1.0000
13,0.0160,1.3176,758.95,59,59,37,127887,87284,1238,38936576,810601360,0.0000,-1.0000
14,0.0172,1.1884,841.47,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
15,0.0183,1.1896,840.62,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
16,0.0195,1.1743,851.57,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
17,0.0206,1.1396,877.50,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
18,0.0218,1.1571,864.23,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
19,0.0230,1.2242,816.86,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
20,0.0243,1.1378,878.89,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
21,0.0255,1.2855,777.91,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
22,0.0266,1.1472,871.69,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
23,0.0277,1.1204,892.54,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
24,0.0288,1.1412,876.27,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
25,0.0300,1.1692,855.29,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
26,0.0312,1.1842,844.45,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
27,0.0326,1.2098,826.58,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
28,0.0338,1.3629,733.73,59,59,37,127887,87284,1606,38936576,810584976,0.0000,-1.0000
29,0.0349,1.1476,871.38,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
30,0.0361,1.1487,870.55,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
31,0.0372,1.1463,872.37,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
32,0.0384,1.1527,867.53,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
33,0.0395,1.1209,892.14,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
34,0.0406,1.1584,863.26,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
35,0.0418,1.1497,869.80,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
36,0.0430,1.1913,839.42,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
37,0.0443,1.1606,861.62,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
38,0.0455,1.3204,757.35,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
39,0.0467,1.2523,798.53,59,59,37,127887,87284,1270,38936576,810584976,0.0000,-1.0000
40,0.0479,1.1804,847.17,59,59,37,127887,87284,1238,38936576,810584976,0.0000,-1.0000
41,0.0490,1.1373,879.27,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
42,0.0502,1.1326,882.93,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
43,0.0513,1.1284,886.21,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
44,0.0525,1.1619,860.66,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
45,0.0536,1.1409,876.50,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
46,0.0547,1.1123,899.04,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
47,0.0559,1.1493,870.10,59,59,37,127887,87284,1238,38936576,810666896,0.0000,-1.0000
